Feature name,Mean,Standard deviation
mjj,599.7642333216905,426.1469149298849
detajj,2.570380719524974,1.0192229041443388
dphijj,0.7835941320293399,0.43710830632351233
ak4_pt0,226.6646288209607,93.05812250269642
ak4_pt1,116.11421585749214,51.35279839205052
ak4_eta0,-0.02972406566538563,1.3269316621628462
ak4_eta1,0.013936430317848698,1.700230505260984
mjj_maxmjj,744.6035626964722,471.00842317218485
detajj_maxmjj,3.7199716211422493,1.5384979980510165
dphijj_maxmjj,1.1303789731051346,0.7773904159586568
ak4_pt0_maxmjj,205.30043668122272,103.89857604708932
ak4_pt1_maxmjj,79.19315403422983,60.400373298455364
ak4_eta0_maxmjj,-0.03548725113517256,1.6305655913966013
ak4_eta1_maxmjj,0.01844219350331845,2.6197039619249733
ht,401.9280475026196,155.46551862354917
recoil_pt,344.42193503318197,105.00705746532964
dphi_ak40_met,2.798459657701712,0.3200922642980497
dphi_ak41_met,2.575794621026895,0.39596649653339944
