Feature name,Mean,Standard deviation
mjj,1407.2452919600732,813.9754242242195
detajj,4.588269323257324,1.0254000825873646
dphijj,0.6282113511514738,0.41209510508970754
ak4_pt0,211.18388710544534,70.91364954291095
ak4_pt1,83.53643103173026,34.22604873211549
ak4_eta0,-0.0937101024301789,2.6893569887643496
ak4_eta1,-0.028411069816385325,2.512615399963774
mjj_maxmjj,1659.902841916236,856.8161026416818
detajj_maxmjj,5.28970350379135,1.260913744180826
dphijj_maxmjj,0.8943045978231028,0.7369493327563008
ak4_pt0_maxmjj,204.4455452080403,73.36770783514714
ak4_pt1_maxmjj,69.49457681609404,40.1645317346232
ak4_eta0_maxmjj,-0.14618929379808662,2.826647808278798
ak4_eta1_maxmjj,0.09019184351435763,2.9106772383930606
ht,339.26789663305254,104.98760782300647
recoil_pt,295.6107133594329,54.00744682253339
dphi_ak40_met,2.949778954487649,0.17936482617373117
dphi_ak41_met,2.6379665751918124,0.38791511770273895
