Feature name,Mean,Standard deviation
mjj,591.209476309227,523.7492842268663
detajj,2.633915211970075,1.0507552836544283
dphijj,0.78928927680798,0.42755181524923785
ak4_pt0,225.07481296758104,86.05655154529353
ak4_pt1,102.73067331670823,47.75861251253751
ak4_eta0,0.18927680798005017,1.24844430901183
ak4_eta1,-0.09052369077306704,1.8052320676348792
mjj_maxmjj,748.6907730673316,582.4531868335168
detajj_maxmjj,3.7469194312796215,1.6123420568231248
dphijj_maxmjj,1.073129675810474,0.7356166891518624
ak4_pt0_maxmjj,206.89526184538653,98.46907436336963
ak4_pt1_maxmjj,69.3640897755611,52.48115308051329
ak4_eta0_maxmjj,0.11197007481296789,1.5868085755577406
ak4_eta1_maxmjj,-0.058104738154613166,2.7084499526735124
ht,373.7655860349127,134.24225287358954
recoil_pt,327.53117206982546,91.49432562633747
dphi_ak40_met,2.1124812967581046,0.8744499605127285
dphi_ak41_met,1.948915211970075,0.8419049074035868
