Feature name,Mean,Standard deviation
mjj,1346.0110341449072,675.4898489369984
detajj,4.442552817065205,0.8598995862576371
dphijj,0.5622388896525505,0.36916813429976386
ak4_pt0,183.6196269154262,68.179212037867
ak4_pt1,104.18965528239842,26.56723273702508
ak4_eta0,0.03767738354172176,2.1750344287276366
ak4_eta1,-0.000920157820062837,2.9456316641376983
mjj_maxmjj,1571.40826405155,727.1348057766338
detajj_maxmjj,5.257379108214757,1.3393197211996837
dphijj_maxmjj,0.794549177966758,0.6703608928122122
ak4_pt0_maxmjj,169.7736001242042,70.32264409381827
ak4_pt1_maxmjj,82.60516426060273,42.25530215161258
ak4_eta0_maxmjj,0.04930948667950538,2.5976990038642915
ak4_eta1_maxmjj,-0.029943244003045308,3.191178292373227
ht,327.43761791816377,91.82843082801945
recoil_pt,308.10097495429187,69.95827012247929
dphi_ak40_met,2.8945859556795104,0.19638073363608619
dphi_ak41_met,2.7770774415123194,0.2469755417717465
